team,season,week,off_plays,off_epa_per_play,off_success_rate,def_plays,def_epa_per_play_allowed,def_success_allowed,neutral_plays,neutral_pass_plays,neutral_pass_rate,league_neutral_pass_rate,proe,pace_plays,off_epa_per_play_4w,off_success_rate_4w,def_epa_per_play_allowed_4w,def_success_allowed_4w,pace_plays_4w,proe_4w,off_pass_attempts,off_rush_attempts,off_dropbacks
GB,2003,12,77,-0.05221934296479889,0.4805194805194805,74,-0.17360406477824933,0.3918918918918919,22,5,0.22727272727272727,0.5287730727470141,-0.30150034547428683,77,0.012485494802259542,0.4704412279205835,-0.04732305858865769,0.45617752039797727,83.0,-0.169438650761465,17,48,16
HOU,2003,12,79,-0.19682975056479055,0.3291139240506329,114,-0.11197290787239161,0.42105263157894735,35,13,0.37142857142857144,0.5287730727470141,-0.1573445013184427,79,0.03360694961430203,0.41124501199411456,0.01985468824584719,0.464146147642987,71.75,-0.06270793178340671,29,28,28
IND,2003,12,90,0.07276916483566145,0.5111111111111111,77,0.023582430090947674,0.42857142857142855,32,21,0.65625,0.5287730727470141,0.12747692725298587,90,0.1277026923353626,0.5005941659754315,0.12878548273865445,0.4609980098967298,93.5,0.07678477273177944,45,31,44
JAX,2003,12,88,-0.09579841447727717,0.4431818181818182,78,-0.09407997343833431,0.4358974358974359,44,19,0.4318181818181818,0.5287730727470141,-0.0969548909288323,88,-0.07779099325490128,0.41879395572721506,-0.06641341387207544,0.419634873787375,85.75,-0.013943148615988221,36,37,34
KC,2003,12,78,0.1345252809654908,0.5128205128205128,87,0.12395162051455391,0.45977011494252873,27,15,0.5555555555555556,0.5287730727470141,0.026782482808541452,78,0.13940923881571787,0.5157841706622194,-0.00018836733726501284,0.4929179386981455,82.75,0.09720675875419413,37,24,34
LA,2003,12,94,-0.052467770284137474,0.5212765957446809,76,-0.13614352085325718,0.4605263157894737,29,21,0.7241379310344828,0.5287730727470141,0.19536485828746863,94,-0.14727403191629906,0.441575848585727,-0.10172682692244733,0.4238872777584343,85.25,0.17668323857063037,51,25,48
LAC,2003,12,74,0.2005186986438381,0.5,107,0.23783801378498873,0.514018691588785,12,5,0.4166666666666667,0.5287730727470141,-0.11210640608034744,74,0.025752523079237963,0.4727047146401985,0.14837901657111105,0.5037560724410486,67.75,0.06682100461583741,38,19,35
LV,2003,12,87,0.12395162051455391,0.45977011494252873,78,0.1345252809654908,0.5128205128205128,17,4,0.23529411764705882,0.5287730727470141,-0.2934789550999553,87,0.010358687518074016,0.44595662539846304,0.03670851818252713,0.46520458707958706,88.5,-0.2155012993057312,38,31,34
MIA,2003,12,77,0.09802311645885912,0.4805194805194805,88,0.12414195261210043,0.45454545454545453,15,5,0.3333333333333333,0.5287730727470141,-0.1954397394136808,77,-0.1184395369034655,0.4273055902578929,-0.007130923197248042,0.41567437073236047,77.5,0.021308184103016894,29,27,25
MIN,2003,12,81,-0.22352435071838284,0.4074074074074074,82,-0.3844756225386663,0.36585365853658536,41,23,0.5609756097560976,0.5287730727470141,0.03220253700908349,81,0.015614014239286864,0.5009939149575225,0.06414283745748016,0.5070478556112974,86.75,-0.04377854773596139,40,23,33
NE,2003,12,114,-0.11197290787239161,0.42105263157894735,79,-0.19682975056479055,0.3291139240506329,56,33,0.5892857142857143,0.5287730727470141,0.060512641538700174,114,-0.04077910964752063,0.39963071017368157,-0.13668858623331986,0.39299276672694394,88.75,0.03396179052851116,55,39,51
NO,2003,12,90,0.06469523567636451,0.5,84,0.14676952400328966,0.5,4,3,0.75,0.5287730727470141,0.22122692725298587,90,-0.08599036257722142,0.44856576909329204,-0.06987575388017409,0.431693785142061,90.0,0.003938224956667069,49,22,41
NYG,2003,12,69,-0.22812884331474378,0.391304347826087,94,-0.1350742820450613,0.43617021276595747,20,11,0.55,0.5287730727470141,0.021226927252985917,69,-0.09413548329761745,0.42862518089882173,0.040187615478980976,0.4489478085498192,87.0,0.01197406584032723,37,16,36
NYJ,2003,12,78,-0.09407997343833431,0.4358974358974359,88,-0.09579841447727717,0.4431818181818182,42,24,0.5714285714285714,0.5287730727470141,0.04265549868155727,78,0.1294488591330249,0.46818977947618723,0.08027572543041248,0.46623359887535143,78.5,-0.026281997454555964,43,21,41
PHI,2003,12,84,0.14676952400328966,0.5,90,0.06469523567636451,0.5,9,5,0.5555555555555556,0.5287730727470141,0.026782482808541452,84,0.0829598410718241,0.4703990334378265,-0.058535086455648574,0.45522715863453816,79.25,0.07866057879556508,35,30,28
PIT,2003,12,80,-0.16848996360485932,0.3875,93,-0.253614664729935,0.43010752688172044,30,14,0.4666666666666667,0.5287730727470141,-0.062106406080347454,80,-0.07147790742874774,0.43165637750833424,-0.058580331870455006,0.4026659979233761,84.25,-0.03373046597239787,28,31,26
SEA,2003,12,108,0.06994650194031674,0.4351851851851852,111,0.07698791788353763,0.4774774774774775,33,25,0.7575757575757576,0.5287730727470141,0.22880268482874344,108,0.12057300700817616,0.4785666630603339,0.05752235789844347,0.4817250918001857,86.25,0.12224058503541783,51,32,48
SF,2003,12,74,-0.17360406477824933,0.3918918918918919,77,-0.05221934296479889,0.4805194805194805,18,9,0.5,0.5287730727470141,-0.028773072747014128,74,-0.0034370771631965363,0.43383642678823403,-0.06802727056001795,0.45547496086289185,76.75,-0.014246322069136313,36,21,34
TB,2003,12,94,-0.1350742820450613,0.43617021276595747,69,-0.22812884331474378,0.391304347826087,30,16,0.5333333333333333,0.5287730727470141,0.004560260586319198,94,-0.1143124642807041,0.43127527244829933,-0.10704455389411655,0.41602196986067597,85.25,0.12006830556050678,39,39,34
TEN,2003,12,85,-0.007467873521186192,0.4588235294117647,77,-0.16772694478096487,0.42857142857142855,21,10,0.47619047619047616,0.5287730727470141,-0.052582596556537964,85,-0.016546723833206184,0.462207315369646,-0.20196014901765566,0.4430537992181828,80.5,0.01218456476460883,29,30,27
WAS,2003,12,88,0.12414195261210043,0.45454545454545453,77,0.09802311645885912,0.4805194805194805,31,17,0.5483870967741935,0.5287730727470141,0.019614024027179378,88,-0.0018624841496107797,0.44968148626896676,0.005008569059672719,0.4461530288174314,80.25,0.07058444547605246,40,31,36
ARI,2003,13,67,-0.2924820666945081,0.4626865671641791,95,0.04700226775205652,0.42105263157894735,23,10,0.43478260869565216,0.5210280373831776,-0.08624542868752544,67,-0.1987167529629343,0.4139962979057679,0.0519444619622441,0.484103891691936,76.0,-0.025852441757921882,35,16,33
ATL,2003,13,80,-0.12271668511623776,0.35,75,-0.07562292440606104,0.41333333333333333,33,21,0.6363636363636364,0.5210280373831776,0.11533559898045875,80,-0.12299365397091351,0.3877244668911336,-0.12378958974410137,0.4385960750846103,78.75,-0.05298694674568774,44,20,40
BAL,2003,13,75,0.10776235710568431,0.4533333333333333,89,-0.3196699337626995,0.38202247191011235,18,8,0.4444444444444444,0.5210280373831776,-0.07658359293873318,75,-0.07688008536317949,0.40692411236100556,-0.2084283415538335,0.37231285070581344,91.5,-0.08428220304094403,28,28,26
BUF,2003,13,96,0.08282768006234136,0.4270833333333333,73,-0.17587065758342507,0.3835616438356164,24,17,0.7083333333333334,0.5210280373831776,0.18730529595015577,96,-0.05029296326889152,0.4021852954144621,-0.0791708150859316,0.42406034559942696,83.75,0.06168975575996219,40,37,38
CAR,2003,13,81,-0.041084484890971856,0.4567901234567901,76,0.1316266887733022,0.5131578947368421,26,10,0.38461538461538464,0.5210280373831776,-0.13641265276779296,81,-0.09599068003847935,0.4216896171469637,-0.04099214117589789,0.43013000911269883,81.25,-0.03158136574258351,33,28,31
CHI,2003,13,95,0.04700226775205652,0.42105263157894735,67,-0.2924820666945081,0.4626865671641791,38,21,0.5526315789473685,0.5210280373831776,0.03160354156419087,95,-0.03858442296050556,0.40791604493580946,-0.14137514896314396,0.44390496861459716,86.5,0.015765842716483902,45,31,40
CIN,2003,13,76,0.18020534542675778,0.4605263157894737,93,0.07742629443456421,0.5053763440860215,33,16,0.48484848484848486,0.5210280373831776,-0.03617955253469274,76,0.1542405290406389,0.4983617243918194,0.11732445495761366,0.4799234116157563,93.0,-0.0790143915231325,36,22,33
CLE,2003,13,68,-0.2623655493241698,0.47058823529411764,94,0.09215636508870532,0.5,13,6,0.46153846153846156,0.5210280373831776,-0.059489575844716036,68,-0.02830306748370326,0.5092774379327869,0.009334938943242478,0.4587323797678275,80.25,0.031504256495515526,38,16,38
DAL,2003,13,83,-0.1341816037171788,0.39759036144578314,85,0.15190901079375113,0.5411764705882353,4,2,0.5,0.5210280373831776,-0.0210280373831776,83,-0.14799282394006363,0.3946706996051433,-0.05663113073505144,0.39982162795515985,86.75,-0.008756101602988495,50,13,45
DEN,2003,13,90,0.05076318299268873,0.43333333333333335,73,-0.17878700180492696,0.3835616438356164,36,12,0.3333333333333333,0.5210280373831776,-0.18769470404984429,90,-0.0029907957649304012,0.4518907689463797,-0.12112295408527608,0.4104508505193436,92.0,-0.035995535942019,26,46,23
DET,2003,13,84,-0.055394734313763086,0.44047619047619047,81,-0.14636759272615973,0.4567901234567901,37,21,0.5675675675675675,0.5210280373831776,0.04653953018438994,84,-0.15578802174278666,0.40874190497765217,-0.07670295013817036,0.4516506485388342,81.75,-0.0018575909288319065,39,29,35
GB,2003,13,81,-0.14636759272615973,0.4567901234567901,84,-0.055394734313763086,0.44047619047619047,30,20,0.6666666666666666,0.5210280373831776,0.14563862928348903,81,-0.08329858896754064,0.4430724937245401,-0.09888210437648873,0.427056061687911,82.5,-0.10800137676011773,41,17,41
HOU,2003,13,75,-0.07562292440606104,0.41333333333333333,80,-0.12271668511623776,0.35,31,12,0.3870967741935484,0.5210280373831776,-0.13393126318962922,75,-0.0244289837908199,0.39715410290320546,-0.03501621419429695,0.43570411865747977,74.0,-0.07970203033107905,27,28,23
IND,2003,13,99,0.04317014087355449,0.48484848484848486,81,0.1485682971951581,0.5679012345679012,19,14,0.7368421052631579,0.5210280373831776,0.21581406787998025,99,0.13196464991984103,0.5135588645071404,0.19351635583354573,0.49750456853870506,94.0,0.11900120049989657,55,28,50
JAX,2003,13,86,-0.0569687333892997,0.3953488372093023,76,-0.14996235598961113,0.3815789473684211,46,24,0.5217391304347826,0.5210280373831776,0.000711093051604994,86,-0.05988362887805759,0.41499958608217224,-0.07553675897868461,0.4150296106294803,83.5,0.02918503544503509,37,34,34
KC,2003,13,85,0.13946693228106344,0.49411764705882355,83,0.050988165199454906,0.43373493975903615,27,12,0.4444444444444444,0.5210280373831776,-0.07658359293873318,85,0.13655537625459938,0.5082160214513155,0.07421892110233942,0.4778576977342901,83.5,0.05453705099570132,31,39,31
LA,2003,13,66,0.2673164442386057,0.5909090909090909,105,-0.12349737003556796,0.4380952380952381,24,14,0.5833333333333334,0.5210280373831776,0.06230529595015577,66,-0.06923057195438777,0.4816642324241108,-0.17660398217254802,0.4008809668003161,83.75,0.13885580668962472,25,23,22
LAC,2003,13,83,0.050988165199454906,0.43373493975903615,85,0.13946693228106344,0.49411764705882355,12,5,0.4166666666666667,0.5210280373831776,-0.10436137071651092,83,0.052524474049633216,0.46420296570898983,0.15808646325656164,0.5147854842057544,73.0,0.07066023940149842,40,24,33
LV,2003,13,73,-0.17878700180492696,0.3835616438356164,90,0.05076318299268873,0.43333333333333335,33,16,0.48484848484848486,0.5210280373831776,-0.03617955253469274,73,-0.0005255317534576809,0.44241521817554896,0.06422353788205387,0.4699664918414918,84.75,-0.19461660997461566,36,20,32
MIA,2003,13,85,0.15190901079375113,0.5411764705882353,83,-0.1341816037171788,0.39759036144578314,23,13,0.5652173913043478,0.5210280373831776,0.04418935392117018,85,-0.05287348540892596,0.45713095790495173,-0.047206901760452946,0.40682453841339383,82.75,-0.021048233285235154,22,45,20
MIN,2003,13,105,-0.12349737003556796,0.4380952380952381,66,0.2673164442386057,0.5909090909090909,12,7,0.5833333333333334,0.5210280373831776,0.06230529595015577,105,-0.0529706904789954,0.4712772181522181,0.07177976292887134,0.5132088632783292,93.25,-0.030323928334915776,59,22,55
NE,2003,13,81,0.1485682971951581,0.5679012345679012,99,0.04317014087355449,0.48484848484848486,16,9,0.5625,0.5210280373831776,0.0414719626168224,81,-0.00011780875516450434,0.43084652514477073,-0.1042862565791414,0.41223120372853883,89.25,0.05901195172535241,39,22,37
NO,2003,13,88,0.08284194044683614,0.4659090909090909,84,0.0037283196513867023,0.4523809523809524,36,13,0.3611111111111111,0.5210280373831776,-0.1599169262720665,88,-0.049016135698752544,0.44897161324913615,-0.07468559978505124,0.4475668010150769,91.0,-0.016707673278016227,34,34,30
NYG,2003,13,73,-0.17587065758342507,0.3835616438356164,96,0.08282768006234136,0.4270833333333333,18,9,0.5,0.5210280373831776,-0.0210280373831776,73,-0.15925761751905296,0.426577447527829,0.05635794756658456,0.44406815644625924,81.0,-0.012673093931834911,43,13,41
NYJ,2003,13,71,0.11604926139344357,0.4788732394366197,74,0.05351810041100377,0.5,29,16,0.5517241379310345,0.5210280373831776,0.030696100547856875,71,0.15392458655340402,0.47625760389844896,0.07250078070758417,0.49329545454545454,70.5,-0.014720061519469682,29,27,25
PHI,2003,13,76,0.1316266887733022,0.5131578947368421,81,-0.041084484890971856,0.4567901234567901,36,16,0.4444444444444444,0.5210280373831776,-0.07658359293873318,76,0.10956879578353446,0.4952402312599681,-0.039211568818488904,0.45797890636620553,76.5,0.020603678315525578,32,27,30
PIT,2003,13,93,0.07742629443456421,0.5053763440860215,76,0.18020534542675778,0.4605263157894737,26,15,0.5769230769230769,0.5210280373831776,0.05589503953989927,93,-0.05446312079704241,0.4462983358702652,-0.03054682051075052,0.4184386025117702,84.0,0.012623851769522534,52,25,50
SEA,2003,13,94,0.09215636508870532,0.5,68,-0.2623655493241698,0.47058823529411764,13,6,0.46153846153846156,0.5210280373831776,-0.059489575844716036,94,0.12659427328336753,0.5042076887013596,-0.010410816409534701,0.48767002296414064,90.25,0.07960546084671986,41,38,39
SF,2003,13,89,-0.3196699337626995,0.38202247191011235,75,0.10776235710568431,0.4533333333333333,20,8,0.4,0.5210280373831776,-0.12102803738317758,89,-0.04677392018865252,0.4393420447657621,-0.0109471534391999,0.4589181843061153,80.25,-0.046791619703219,37,31,36
TB,2003,13,76,-0.14996235598961113,0.3815789473684211,86,-0.0569687333892997,0.3953488372093023,42,29,0.6904761904761905,0.5210280373831776,0.16944815309301287,76,-0.10878345681060293,0.4146010437731632,-0.08649789287781184,0.4174565817604041,82.5,0.12825735719598463,43,18,40
TEN,2003,13,74,0.05351810041100377,0.5,71,0.11604926139344357,0.4788732394366197,31,12,0.3870967741935484,0.5210280373831776,-0.13393126318962922,74,-0.03908837798977467,0.44767243164871584,-0.15656399561761244,0.43263512277596783,77.5,-0.058214917699465143,41,21,38
WAS,2003,13,84,0.0037283196513867023,0.4523809523809524,88,0.08284194044683614,0.4659090909090909,47,32,0.6808510638297872,0.5210280373831776,0.15982302644660962,84,0.02047589092179196,0.46688631340530073,0.028476987432679797,0.46098194989635244,83.0,0.10423789549452257,45,25,42
ARI,2003,14,86,-0.06838850731278204,0.3953488372093023,84,0.3275093527723436,0.5476190476190477,5,3,0.6,0.4766009852216749,0.1233990147783251,86,-0.17107762240079763,0.4303866986974552,0.15190044558763727,0.5157454957019612,74.0,0.009141696963397353,49,20,43
ATL,2003,14,94,-0.11048995576256798,0.44680851063829785,78,-0.20185679195655104,0.38461538461538464,44,29,0.6590909090909091,0.4766009852216749,0.18248992386923418,94,-0.16952386064615904,0.403747582205029,-0.12234848283687266,0.42428480495938675,82.0,0.02594658591502544,51,27,37
BAL,2003,14,84,0.039268904406835725,0.4642857142857143,79,-0.15466344089435363,0.4810126582278481,20,7,0.35,0.4766009852216749,-0.1266009852216749,84,0.009262576603499481,0.43318971568971565,-0.13924807655215088,0.4113971840939443,86.75,-0.10113991617147663,23,40,21
BUF,2003,14,76,-0.02466804599201467,0.5263157894736842,73,-0.1595385385627779,0.3287671232876712,25,11,0.44,0.4766009852216749,-0.036600985221674875,76,-0.004456517472937434,0.44734448969646334,-0.07699914387873644,0.409193302891933,82.5,0.031025999744439314,20,38,17
CAR,2003,14,78,-0.20185679195655104,0.38461538461538464,94,-0.11048995576256798,0.44680851063829785,35,14,0.4,0.4766009852216749,-0.07660098522167486,78,-0.12612141525392434,0.40940972836105083,-0.06218059967981614,0.44125742412859514,80.0,-0.06870261163664887,30,31,26
CHI,2003,14,84,-0.25566408599054624,0.3333333333333333,95,-0.10049675025511133,0.4,25,13,0.52,0.4766009852216749,0.04339901477832514,84,-0.06381645352453343,0.39314811244635806,-0.12685679185493984,0.4485102317724919,87.75,0.02163835981618152,46,18,43
CIN,2003,14,79,-0.15466344089435363,0.4810126582278481,84,0.039268904406835725,0.4642857142857143,19,11,0.5789473684210527,0.4766009852216749,0.10234638319937778,79,0.06702645125093408,0.47752578003789037,0.07211836005632853,0.48778588496330433,87.5,-0.025672299585438985,38,21,37
CLE,2003,14,77,-0.15297958581683738,0.4675324675324675,87,-0.015604000912418228,0.41379310344827586,28,16,0.5714285714285714,0.4766009852216749,0.09482758620689652,77,-0.09585046694016394,0.48531548439336847,-0.06980849854280385,0.42606954451878537,81.75,0.015605538073977618,35,25,32
DAL,2003,14,81,-0.17939233439994096,0.43209876543209874,83,0.11535355227521278,0.4457831325301205,31,6,0.1935483870967742,0.4766009852216749,-0.2830525981249007,81,-0.15078460169215924,0.40563656743375615,0.024210714627709507,0.4248476580012702,85.75,-0.06925784483087996,27,35,27
DEN,2003,14,79,0.44560728517499765,0.5822784810126582,88,0.2227596841146202,0.5454545454545454,31,17,0.5483870967741935,0.4766009852216749,0.07178611155251863,79,0.11575288900237128,0.48693407341007056,-0.08173901373153483,0.43371924878774193,88.0,-0.0036233065580928564,29,32,29
DET,2003,14,83,-0.13180218485186998,0.3253012048192771,80,-0.023162189615545142,0.35,13,6,0.46153846153846156,0.4766009852216749,-0.015062523683213314,83,-0.1490960232837722,0.3946724693403662,-0.043809506608447964,0.4410493827160494,83.5,-0.021791336822897273,49,16,45
GB,2003,14,95,-0.10049675025511133,0.4,84,-0.25566408599054624,0.3333333333333333,25,13,0.52,0.4766009852216749,0.04339901477832514,95,-0.06966095741462566,0.44668695155586535,-0.15225598813585076,0.4010143950212443,85.5,-0.07141632894788941,37,38,34
HOU,2003,14,72,-0.28831753745220723,0.3333333333333333,91,0.06697398342810199,0.46153846153846156,18,7,0.3888888888888889,0.4766009852216749,-0.08771209633278598,72,-0.15153168915686577,0.37227848101265826,-0.06682093590338786,0.4099996251312041,75.25,-0.10455088677884193,32,20,26
IND,2003,14,93,0.16699205079164403,0.5376344086021505,78,0.11075236451954687,0.5128205128205128,31,16,0.5161290322580645,0.4766009852216749,0.039528047036389624,93,0.13559267526588964,0.5358985011404366,0.17645687295322546,0.5112518654185321,95.5,0.09709009728573194,41,31,37
JAX,2003,14,91,0.06697398342810199,0.46153846153846156,72,-0.28831753745220723,0.3333333333333333,20,7,0.35,0.4766009852216749,-0.1266009852216749,91,-0.08788770703123912,0.4159263701414865,-0.18573613069359882,0.38629397844557223,85.5,0.027972277614630184,36,41,30
KC,2003,14,88,0.2227596841146202,0.5454545454545454,79,0.44560728517499765,0.5822784810126582,26,19,0.7307692307692307,0.4766009852216749,0.25416824554755585,88,0.11700286002531263,0.5084685467038408,0.1563182393938375,0.4825822475649194,83.0,0.07168001914845867,52,20,51
LA,2003,14,87,-0.015604000912418228,0.41379310344827586,77,-0.15297958581683738,0.4675324675324675,26,13,0.5,0.4766009852216749,0.023399014778325122,87,0.034714553042778686,0.5039436771173487,-0.13852344276178735,0.42795825844071456,86.25,0.11661310330568078,43,26,39
LAC,2003,14,80,-0.023162189615545142,0.35,83,-0.13180218485186998,0.3253012048192771,36,13,0.3611111111111111,0.4766009852216749,-0.11548987411056377,80,-0.059363340372481886,0.40426706827309233,0.06655143466379641,0.4560008953006837,73.5,-0.008234510766071214,30,33,25
LV,2003,14,70,-0.36828793808142063,0.37142857142857144,90,-0.07532540178936545,0.43333333333333335,15,2,0.13333333333333333,0.4766009852216749,-0.3432676518883415,70,-0.11080853935729072,0.43027236103269184,0.0026910228718980828,0.46466346153846155,77.25,-0.21847663791996308,29,24,29
MIA,2003,14,78,-0.4352364932733161,0.21794871794871795,87,-0.3170667824003544,0.3333333333333333,27,16,0.5925925925925926,0.4766009852216749,0.11599160737091768,78,-0.08447744987814326,0.39675327252726633,-0.12851882662187314,0.38078287174672715,83.75,-0.025405946415767766,36,25,36
MIN,2003,14,97,0.07173890218320461,0.4536082474226804,74,-0.26650180811223156,0.43243243243243246,34,15,0.4411764705882353,0.4766009852216749,-0.0354245146334396,97,-0.09362044731299198,0.44456938989799816,-0.10094295611741537,0.4738810739505398,94.75,-0.005869005299871041,37,42,35
NE,2003,14,87,-0.3170667824003544,0.3333333333333333,78,-0.4352364932733161,0.21794871794871795,38,19,0.5,0.4766009852216749,0.023399014778325122,87,-0.0956904850301669,0.40108462038286596,-0.20575351642391815,0.3561920674262446,90.0,0.035267473360912904,33,33,33
NO,2003,14,74,-0.27274784043532174,0.35135135135135137,83,-0.1380527992219515,0.42168674698795183,39,19,0.48717948717948717,0.4766009852216749,0.010578501957812292,74,-0.08241425144395335,0.4394068536843766,-0.06617920312303516,0.44091952224482345,90.25,0.010490185590204065,38,24,37
NYG,2003,14,69,-0.1994109740226629,0.43478260869565216,89,0.03547195365846986,0.38202247191011235,22,10,0.45454545454545453,0.4766009852216749,-0.022055530676220347,69,-0.1572050561283522,0.42480798342267223,0.04631821824659853,0.44389476207810835,76.75,-0.05154259157415203,34,23,31
NYJ,2003,14,73,-0.1595385385627779,0.3287671232876712,76,-0.02466804599201467,0.5263157894736842,21,8,0.38095238095238093,0.4766009852216749,-0.09564860426929395,73,0.07133878734989514,0.4448130210840031,0.048122746126102615,0.5198744019138756,69.5,-0.008944349299185639,34,26,34
PHI,2003,14,83,0.11535355227521278,0.4457831325301205,81,-0.17939233439994096,0.43209876543209874,26,18,0.6923076923076923,0.4766009852216749,0.2157067070860174,83,0.1489493215906122,0.49731101439249825,-0.045297833301781346,0.4696180555555556,77.25,0.0757901247291525,42,22,37
PIT,2003,14,90,-0.07532540178936545,0.43333333333333335,70,-0.36828793808142063,0.37142857142857144,24,11,0.4583333333333333,0.4766009852216749,-0.018267651888341563,90,-0.05521582581207653,0.4493685113088617,-0.07788254764077349,0.42884893685827474,87.5,0.021760147353586876,34,38,28
SEA,2003,14,74,-0.26650180811223156,0.43243243243243246,97,0.07173890218320461,0.4536082474226804,12,5,0.4166666666666667,0.4766009852216749,-0.05993431855500819,74,0.028354291385771585,0.4794044044044044,-0.03458757017205422,0.46218319593092183,89.0,0.08126626623470577,37,17,37
SF,2003,14,84,0.3275093527723436,0.5476190476190477,86,-0.06838850731278204,0.3953488372093023,13,7,0.5384615384615384,0.4766009852216749,0.06186055323986356,84,-0.00889939473677534,0.4437166861885963,-0.016829931365135546,0.450116504719552,80.5,-0.018063570595131057,35,29,30
TB,2003,14,83,-0.1380527992219515,0.42168674698795183,74,-0.27274784043532174,0.35135135135135137,41,21,0.5121951219512195,0.4766009852216749,0.035594136729544645,83,-0.13686262617936706,0.419448017876473,-0.1343513902129495,0.3968606846584829,81.5,0.09590553956300349,37,28,35
TEN,2003,14,78,0.11075236451954687,0.5128205128205128,93,0.16699205079164403,0.5376344086021505,17,8,0.47058823529411764,0.4766009852216749,-0.006012749927557237,78,-0.013445516121219539,0.46650255985384403,-0.03761082407058971,0.4521788600616406,77.0,-0.05671008379098012,44,18,40
WAS,2003,14,89,0.03547195365846986,0.38202247191011235,69,-0.1994109740226629,0.43478260869565216,25,7,0.28,0.4766009852216749,-0.19660098522167485,89,-0.01276759997191125,0.42350304249393994,-0.05299028594252398,0.43676620966520224,85.0,0.041297251607146174,24,47,21
ARI,2003,15,87,-0.025636934333219216,0.47126436781609193,67,0.04642741920375051,0.47761194029850745,46,20,0.43478260869565216,0.5019556714471969,-0.06717306275154472,87,-0.13066275729844165,0.44745652199476177,0.09211781736100329,0.4918900538102958,79.0,-0.0615731373519398,38,35,29
ATL,2003,15,75,-0.21090247245924756,0.41333333333333333,81,0.18121030641629587,0.49382716049382713,7,5,0.7142857142857143,0.5019556714471969,0.21233004283851742,75,-0.15295901452975455,0.40967831813576494,-0.025934320866875596,0.4376498519635775,81.5,0.12927419466387047,32,23,29
BAL,2003,15,82,-0.12455746264494225,0.43902439024390244,95,-0.0522639960131741,0.37894736842105264,26,9,0.34615384615384615,0.5019556714471969,-0.15580182529335074,82,0.024865429187778856,0.4585302288351069,-0.11416271718247761,0.4192919209360496,88.0,-0.12193986905019323,30,31,29
BUF,2003,15,75,-0.037187224734414395,0.38666666666666666,101,-0.043311764816934196,0.42574257425742573,20,7,0.35,0.5019556714471969,-0.1519556714471969,75,0.011138709856714977,0.44215930451127816,-0.07648794903186891,0.4122956131229561,81.0,-0.015839441699765852,35,20,34
CAR,2003,15,67,0.04642741920375051,0.47761194029850745,87,-0.025636934333219216,0.47126436781609193,27,15,0.5555555555555556,0.5019556714471969,0.0535998841083587,67,-0.06616075378970464,0.4373492988015313,-0.01498667681072045,0.457807693297808,76.25,-0.0543996478335014,33,18,33
CHI,2003,15,72,-0.02272748997418215,0.4583333333333333,88,-0.030852942585871356,0.4659090909090909,27,15,0.5555555555555556,0.5019556714471969,0.0535998841083587,72,-0.034130002432707245,0.4213116926932716,-0.11947341228367388,0.4425385249079279,85.5,0.04995734192596514,34,23,31
CIN,2003,15,81,0.25296101209070065,0.5185185185185185,82,0.30198886561417315,0.6829268292682927,30,10,0.3333333333333333,0.5019556714471969,-0.16862233811386357,81,0.12908523260202337,0.4935190460311563,0.15480069077485278,0.5381472219100072,85.75,-0.06405714504904816,29,34,27
CLE,2003,15,72,0.0440234594621502,0.3888888888888889,99,0.039304370422893815,0.5151515151515151,26,12,0.46153846153846156,0.5019556714471969,-0.04041720990873532,72,-0.156234085102198,0.43927927964929864,-0.013158307251419605,0.4541111546499477,77.5,0.022092487482163317,27,26,23
DAL,2003,15,87,0.050013443356335514,0.4367816091954023,73,-0.37027684989710635,0.3972602739726027,15,7,0.4666666666666667,0.5019556714471969,-0.03528900478053021,87,-0.07975175017029526,0.41661768401832106,-0.042785861085797156,0.45364990598160043,86.5,-0.048668331320130154,29,40,27
DEN,2003,15,99,0.039304370422893815,0.5151515151515151,72,0.0440234594621502,0.3888888888888889,46,22,0.4782608695652174,0.5019556714471969,-0.023694801881979477,99,0.12040323724784388,0.4930804427639871,0.045716360063421564,0.4476081376766308,86.25,-0.03316554535300839,41,41,38
DET,2003,15,84,0.09252841349492602,0.5,78,0.4511775805722081,0.6410256410256411,8,3,0.375,0.5019556714471969,-0.12695567144719688,84,-0.11978603205234334,0.4079077634580133,0.014530861878030085,0.4638057929724596,83.25,-0.003285156645480805,36,30,34
GB,2003,15,80,0.21939643669366826,0.5375,101,-0.03485740000206916,0.39603960396039606,27,14,0.5185185185185185,0.5019556714471969,0.016562847071321607,80,-0.019921812313100418,0.4687024009940677,-0.12988007127115697,0.39043525491545295,83.25,-0.023974963585287765,35,28,33
HOU,2003,15,58,-0.17625894005398318,0.3103448275862069,87,0.013303188375689176,0.47126436781609193,7,2,0.2857142857142857,0.5019556714471969,-0.21624138573291118,58,-0.1842572881192605,0.34653135457587664,-0.03860310529620955,0.4259638652333752,71.0,-0.14880731164344227,23,19,22
IND,2003,15,81,0.18121030641629587,0.49382716049382713,75,-0.21090247245924756,0.41333333333333333,7,5,0.7142857142857143,0.5019556714471969,0.21233004283851742,81,0.11603541572928897,0.5068552912638934,0.018000154836601272,0.48065662732329395,90.75,0.14878727125196828,36,30,33
